url,title,img
https://www.kompas.com/badminton/read/2021/09/28/01205918/hasil-piala-sudirman-2021-rinov-pitha-antar-indonesia-ke-perempat-final,"Hasil Piala Sudirman 2021, Rinov/Pitha Antar Indonesia ke Perempat Final",https://asset.kompas.com/crops/YiYxnZ7KcVOcEKIBWGXqIiWfv-E=/0x0:6169x4113/740x500/data/photo/2019/10/15/5da598425e2d1.jpg
https://money.kompas.com/read/2021/09/28/073100526/soal-klaster-ptm-luhut-kita-lebih-ngeri-kalau-generasi-akan-datang-jadi-bodoh,"Soal Klaster PTM, Luhut: Kita Lebih Ngeri kalau Generasi Akan Datang Jadi Bodoh... ",https://asset.kompas.com/crops/pmBiwdI-QEOCjdwoRn0whlVQp8U=/0x0:0x0/740x500/data/photo/2021/09/10/613b4bbb9e44e.jpg
https://www.kompas.com/badminton/read/2021/09/28/07400018/kata-greysia-apriyani-dan-rinov-pitha-usai-bawa-indonesia-comeback-atas,Kata Greysia/Apriyani dan Rinov/Pitha Usai Bawa Indonesia 'Comeback' atas Kanada,https://asset.kompas.com/crops/NiAncqEmL2I7j9llcoJmAXTrXGM=/0x0:892x595/740x500/data/photo/2021/09/28/61524fcb5eaa1.jpg
https://internasional.kompas.com/read/2021/09/28/045743170/10-tokoh-presiden-as-terburuk-sepanjang-sejarah,10 Tokoh Presiden AS Terburuk Sepanjang Sejarah,https://asset.kompas.com/crops/SFv2OdlXgQ21g5aQlWyxmP_SDIA=/358x0:1755x931/740x500/data/photo/2021/05/21/60a705629297b.jpg
